date,volume
1999-05-26,737186.0
1999-05-27,737186.0
1999-05-28,737186.0
1999-05-29,737186.0
1999-05-30,737186.0
1999-05-31,730066.0
1999-06-01,730066.0
1999-06-02,730066.0
1999-06-03,722946.0
1999-06-04,722946.0
1999-06-05,722946.0
1999-06-06,715826.0
1999-06-07,715826.0
1999-06-08,715826.0
1999-06-09,715826.0
1999-06-10,708706.0
1999-06-11,708706.0
1999-06-12,708706.0
1999-06-13,708706.0
1999-06-14,701586.0
1999-06-15,701586.0
1999-06-16,701586.0
1999-06-17,701586.0
1999-06-18,694466.0
1999-06-19,694466.0
1999-06-20,694466.0
1999-06-21,687346.0
1999-06-22,687346.0
1999-06-23,687346.0
1999-06-24,687346.0
1999-06-25,680226.0
1999-06-26,680226.0
1999-06-27,680226.0
1999-06-28,673106.0
1999-06-29,673106.0
1999-06-30,673106.0
1999-07-01,665986.0
1999-07-02,665986.0
1999-07-03,658866.0
1999-07-04,658866.0
1999-07-05,651746.0
1999-07-06,651746.0
1999-07-07,651746.0
1999-07-08,651746.0
1999-07-09,651746.0
1999-07-10,651746.0
1999-07-11,644626.0
1999-07-12,644626.0
1999-07-13,637506.0
1999-07-14,637506.0
1999-07-15,637506.0
1999-07-16,630386.0
1999-07-17,630386.0
1999-07-18,630386.0
1999-07-19,623266.0
1999-07-20,623266.0
1999-07-21,623266.0
1999-07-22,616146.0
1999-07-23,
1999-07-24,
1999-07-25,
1999-07-26,
1999-07-27,
1999-07-28,
1999-07-29,
1999-07-30,
1999-07-31,
1999-08-01,594786.0
1999-08-02,
1999-08-03,
1999-08-04,
1999-08-05,
1999-08-06,
1999-08-07,
1999-08-08,
1999-08-09,
1999-08-10,
1999-08-11,
1999-08-12,
1999-08-13,
1999-08-14,
1999-08-15,
1999-08-16,
1999-08-17,
1999-08-18,
1999-08-19,
1999-08-20,
1999-08-21,
1999-08-22,
1999-08-23,
1999-08-24,
1999-08-25,
1999-08-26,
1999-08-27,
1999-08-28,
1999-08-29,
1999-08-30,
1999-08-31,
1999-09-01,534266.0
1999-09-02,
1999-09-03,
1999-09-04,
1999-09-05,
1999-09-06,
1999-09-07,
1999-09-08,
1999-09-09,
1999-09-10,
1999-09-11,
1999-09-12,
1999-09-13,
1999-09-14,
1999-09-15,
1999-09-16,
1999-09-17,
1999-09-18,
1999-09-19,
1999-09-20,
1999-09-21,
1999-09-22,
1999-09-23,
1999-09-24,
1999-09-25,
1999-09-26,
1999-09-27,
1999-09-28,
1999-09-29,
1999-09-30,
1999-10-01,480866.0
1999-10-02,
1999-10-03,
1999-10-04,
1999-10-05,
1999-10-06,
1999-10-07,
1999-10-08,
1999-10-09,
1999-10-10,
1999-10-11,
1999-10-12,
1999-10-13,
1999-10-14,
1999-10-15,
1999-10-16,
1999-10-17,
1999-10-18,
1999-10-19,
1999-10-20,
1999-10-21,
1999-10-22,
1999-10-23,
1999-10-24,
1999-10-25,
1999-10-26,
1999-10-27,
1999-10-28,
1999-10-29,
1999-10-30,
1999-10-31,
1999-11-01,420346.0
1999-11-02,
1999-11-03,
1999-11-04,
1999-11-05,
1999-11-06,
1999-11-07,
1999-11-08,
1999-11-09,
1999-11-10,
1999-11-11,
1999-11-12,
1999-11-13,
1999-11-14,
1999-11-15,
1999-11-16,
1999-11-17,
1999-11-18,
1999-11-19,
1999-11-20,
1999-11-21,
1999-11-22,
1999-11-23,
1999-11-24,
1999-11-25,
1999-11-26,
1999-11-27,
1999-11-28,
1999-11-29,
1999-11-30,
1999-12-01,366946.0
1999-12-02,
1999-12-03,
1999-12-04,
1999-12-05,
1999-12-06,
1999-12-07,
1999-12-08,
1999-12-09,
1999-12-10,
1999-12-11,
1999-12-12,
1999-12-13,
1999-12-14,
1999-12-15,
1999-12-16,
1999-12-17,
1999-12-18,
1999-12-19,
1999-12-20,
1999-12-21,
1999-12-22,
1999-12-23,
1999-12-24,
1999-12-25,
1999-12-26,
1999-12-27,
1999-12-28,
1999-12-29,
1999-12-30,
1999-12-31,
2000-01-01,306426.0
2000-01-02,295746.0
2000-01-03,295746.0
2000-01-04,288626.0
2000-01-05,288626.0
2000-01-06,288626.0
2000-01-07,288626.0
2000-01-08,288626.0
2000-01-09,288626.0
2000-01-10,288626.0
2000-01-11,288626.0
2000-01-12,288626.0
2000-01-13,288626.0
2000-01-14,288626.0
2000-01-15,288626.0
2000-01-16,345586.0
2000-01-17,374066.0
2000-01-18,374066.0
2000-01-19,402546.0
2000-01-20,452386.0
2000-01-21,466626.0
2000-01-22,459506.0
2000-01-23,445266.0
2000-01-24,431026.0
2000-01-25,
2000-01-26,
2000-01-27,
2000-01-28,
2000-01-29,
2000-01-30,
2000-01-31,
2000-02-01,402546.0
2000-02-02,
2000-02-03,
2000-02-04,
2000-02-05,
2000-02-06,
2000-02-07,
2000-02-08,
2000-02-09,
2000-02-10,366946.0
2000-02-11,
2000-02-12,
2000-02-13,
2000-02-14,
2000-02-15,
2000-02-16,345586.0
2000-02-17,374066.0
2000-02-18,374066.0
2000-02-19,402546.0
2000-02-20,452386.0
2000-02-21,466626.0
2000-02-22,523586.0
2000-02-23,530706.0
2000-02-24,537826.0
2000-02-25,601906.0
2000-02-26,616146.0
2000-02-27,623266.0
2000-02-28,623266.0
2000-02-29,623266.0
2000-03-01,623266.0
2000-03-02,630386.0
2000-03-03,630386.0
2000-03-04,630386.0
2000-03-05,623266.0
2000-03-06,623266.0
2000-03-07,623266.0
2000-03-08,623266.0
2000-03-09,623266.0
2000-03-10,623266.0
2000-03-11,630386.0
2000-03-12,630386.0
2000-03-13,630386.0
2000-03-14,630386.0
2000-03-15,630386.0
2000-03-16,623266.0
2000-03-17,623266.0
2000-03-18,616146.0
2000-03-19,616146.0
2000-03-20,616146.0
2000-03-21,616146.0
2000-03-22,616146.0
2000-03-23,616146.0
2000-03-24,601906.0
2000-03-25,601906.0
2000-03-26,601906.0
2000-03-27,601906.0
2000-03-28,601906.0
2000-03-29,601906.0
2000-03-30,601906.0
2000-03-31,605466.0
2000-04-01,601906.0
2000-04-02,601906.0
2000-04-03,601906.0
2000-04-04,601906.0
2000-04-05,601906.0
2000-04-06,601906.0
2000-04-07,601906.0
2000-04-08,601906.0
2000-04-09,601906.0
2000-04-10,616146.0
2000-04-11,630386.0
2000-04-12,630386.0
2000-04-13,630386.0
2000-04-14,658866.0
2000-04-15,665986.0
2000-04-16,665986.0
2000-04-17,765666.0
2000-04-18,801266.0
2000-04-19,851106.0
2000-04-20,858226.0
2000-04-21,865346.0
2000-04-22,872466.0
2000-04-23,872466.0
2000-04-24,879586.0
2000-04-25,929426.0
2000-04-26,1078946.0
2000-04-27,1114546.0
2000-04-28,1143026.0
2000-04-29,1150146.0
2000-04-30,1157266.0
2000-05-01,1157266.0
2000-05-02,1164386.0
2000-05-03,1164386.0
2000-05-04,1164386.0
2000-05-05,1164386.0
2000-05-06,1164386.0
2000-05-07,1164386.0
2000-05-08,1171506.0
2000-05-09,1171506.0
2000-05-10,1171506.0
2000-05-11,1171506.0
2000-05-12,1171506.0
2000-05-13,1171506.0
2000-05-14,1171506.0
2000-05-15,1171506.0
2000-05-16,1171506.0
2000-05-17,1171506.0
2000-05-18,1171506.0
2000-05-19,1171506.0
2000-05-20,1171506.0
2000-05-21,1171506.0
2000-05-22,1164386.0
2000-05-23,1164386.0
2000-05-24,1157266.0
2000-05-25,1157266.0
2000-05-26,1157266.0
2000-05-27,1157266.0
2000-05-28,1157266.0
2000-05-29,1150146.0
2000-05-30,1150146.0
2000-05-31,1157266.0
2000-06-01,1157266.0
2000-06-02,1157266.0
2000-06-03,1150146.0
2000-06-04,1143026.0
2000-06-05,1143026.0
2000-06-06,1143026.0
2000-06-07,1143026.0
2000-06-08,1143026.0
2000-06-09,1143026.0
2000-06-10,1143026.0
2000-06-11,1143026.0
2000-06-12,1143026.0
2000-06-13,1135906.0
