date,volume
1986-01-01,734020000.0
1986-01-02,734940000.0
1986-01-03,734020000.0
1986-01-04,734480000.0
1986-01-05,734940000.0
1986-01-06,735860000.0
1986-01-07,735400000.0
1986-01-08,734940000.0
1986-01-09,734480000.0
1986-01-10,734480000.0
1986-01-11,733560000.0
1986-01-12,733100000.0
1986-01-13,732180000.0
1986-01-14,731260000.0
1986-01-15,730340000.0
1986-01-16,729420000.0
1986-01-17,728040000.0
1986-01-18,727120000.0
1986-01-19,726200000.0
1986-01-20,725280000.0
1986-01-21,724360000.0
1986-01-22,723440000.0
1986-01-23,722520000.0
1986-01-24,722520000.0
1986-01-25,722060000.0
1986-01-26,721600000.0
1986-01-27,720680000.0
1986-01-28,719760000.0
1986-01-29,718840000.0
1986-01-30,717920000.0
1986-01-31,717000000.0
1986-02-01,718840000.0
1986-02-02,718380000.0
1986-02-03,717920000.0
1986-02-04,717460000.0
1986-02-05,718840000.0
1986-02-06,720220000.0
1986-02-07,719760000.0
1986-02-08,719300000.0
1986-02-09,718380000.0
1986-02-10,729420000.0
1986-02-11,731720000.0
1986-02-12,733560000.0
1986-02-13,734020000.0
1986-02-14,734480000.0
1986-02-15,736320000.0
1986-02-16,737700000.0
1986-02-17,741840000.0
1986-02-18,745980000.0
1986-02-19,746900000.0
1986-02-20,749660000.0
1986-02-21,751500000.0
1986-02-22,753060000.0
1986-02-23,755400000.0
1986-02-24,756960000.0
1986-02-25,757740000.0
1986-02-26,757740000.0
1986-02-27,757740000.0
1986-02-28,763980000.0
1986-03-01,767100000.0
1986-03-02,771000000.0
1986-03-03,774900000.0
1986-03-04,780360000.0
1986-03-05,790500000.0
1986-03-06,817020000.0
1986-03-07,858360000.0
1986-03-08,895800000.0
1986-03-09,938700000.0
1986-03-10,962100000.0
1986-03-11,968340000.0
1986-03-12,948060000.0
1986-03-13,939480000.0
1986-03-14,934800000.0
1986-03-15,919980000.0
1986-03-16,919200000.0
1986-03-17,915300000.0
1986-03-18,911400000.0
1986-03-19,919200000.0
1986-03-20,915300000.0
1986-03-21,909840000.0
1986-03-22,911400000.0
1986-03-23,912180000.0
1986-03-24,916860000.0
1986-03-25,966780000.0
1986-03-26,970680000.0
1986-03-27,1033860000.0
1986-03-28,1033860000.0
1986-03-29,1013580000.0
1986-03-30,997980000.0
1986-03-31,991740000.0
1986-04-01,1060380000.0
1986-04-02,1109520000.0
1986-04-03,1145176000.0
1986-04-04,1148852000.0
